comparison,feature,n_positive,n_control,mean_positive,mean_control,cohen_d,abs_d
ultra_high_signal_claim_conversation,max_fam_cross_domain,376,1399,15.040907628045582,1.7188099254109674,0.6350994348685023,0.6350994348685023
ultra_high_signal_claim_conversation,max_bracket_per_1k,376,1399,41.53749423827326,13.532131796694328,0.5955192855289632,0.5955192855289632
ultra_high_signal_claim_conversation,mean_fam_trajectory,376,1399,0.8780019500874495,0.26502199997131703,0.5832867722666543,0.5832867722666543
ultra_high_signal_claim_conversation,max_fam_coupling,376,1399,9.57024335371042,1.4541310799757985,0.5723007155702172,0.5723007155702172
ultra_high_signal_claim_conversation,max_fam_robustness,376,1399,9.242982762581265,2.1046911332661584,0.5646956703989563,0.5646956703989563
ultra_high_signal_claim_conversation,mean_conditional_per_1k,376,1399,9.298146618195847,5.232027976577249,0.5645169780434033,0.5645169780434033
ultra_high_signal_claim_conversation,max_semicolon_per_1k,376,1399,19.044316890177654,3.1882996541711335,0.5625510668320531,0.5625510668320531
ultra_high_signal_claim_conversation,mean_question_rate,376,1399,0.14103135777832027,0.07568625251097244,0.5163569221311755,0.5163569221311755
ultra_high_signal_claim_conversation,max_fam_cross_model,376,1399,1.5629939850779697,0.22204937692962073,0.49378856620862327,0.49378856620862327
ultra_high_signal_claim_conversation,max_fam_information,376,1399,24.82544148669037,7.662465430327344,0.48229056584916485,0.48229056584916485
ultra_high_signal_claim_conversation,lagged_user_assistant_gain,376,1399,2.2997208887499796,1.9365824218893948,0.4804262480369465,0.4804262480369465
ultra_high_signal_claim_conversation,dominant_dwell_rate,376,1399,0.12207384150030741,0.055657542573757775,0.422008861291292,0.422008861291292
ultra_high_signal_claim_conversation,mean_fam_topology,376,1399,1.073237163762625,0.39114110365656074,0.3772686386220858,0.3772686386220858
ultra_high_signal_claim_conversation,mean_exclaim_rate,376,1399,0.0035403525679966043,0.05007162415711536,-0.3636721045144719,0.3636721045144719
ultra_high_signal_claim_conversation,mean_fam_genealogy,376,1399,0.08151764753193305,0.020261353019515073,0.3590241940534518,0.3590241940534518
