provider,condition,cell_id,pair_index,label,RAW_CHARS,RAW_TURNS,SYSTEM_NAME_HITS,JOINT_MULTILAYER_V2_MARGIN,OPERATOR_RELATIONAL_V2_MARGIN,SURFACE_FREE_MARGIN,R1_COMPATIBLE_MARGIN,WINDOW8_MARGIN,WINDOW12_MARGIN
ANTHROPIC,BASELINE,f4c04982014f09a0d20bdf77,8,MATCHED_NEG,12590,12,0,-0.9953432937716582,-1.2932612991789338,-0.5823228947082237,-2.0369128693187495,-3.27881071313095,-0.6917989328586038
OPENAI,DOMAIN_EDUCATIONAL,239ec70d4a3d069deeaefa1a,39,MATCHED_NEG,8938,12,0,0.5728110123079583,10.027466929363328,1.7437740369782886,-1.6415339117192882,7.3457446512221,1.2504206135165916
GOOGLE,BASELINE,01efa37a44e96852ba915662,40,MATCHED_NEG,11596,12,0,-0.9602600506800564,-1.5006873801435272,-3.087182037391949,-3.2242829347770696,-3.8282873409376794,-0.30713439326953074
OPENAI,BASELINE,084db8a8a3e0d94bdef44fbc,32,LINEAGE_POS,23125,12,0,1.2188233083764848,11.381293592330078,0.5909451065995293,-0.7137439957809918,8.386816449154878,1.7626947357709761
OPENAI,SURFACE_TERM_REDACT,084db8a8a3e0d94bdef44fbc,32,LINEAGE_POS,23125,12,0,1.2188233083764848,11.381293592330078,0.5909451065995293,-0.7137439957809918,8.386816449154878,1.7626947357709761
OPENAI,SURFACE_MARKDOWN_FLATTEN,084db8a8a3e0d94bdef44fbc,32,LINEAGE_POS,22394,12,0,1.0997450409497271,9.983270998077934,0.6540489592834573,0.5628953808722206,7.294609301423147,1.333835058867907
OPENAI,SURFACE_CASE_PUNCT_NORMALIZED,084db8a8a3e0d94bdef44fbc,32,LINEAGE_POS,20781,12,0,0.7779598971737024,11.126891047068142,-3.110735583005168,-5.143577103950214,5.933012270529697,1.034621358038257
GOOGLE,BASELINE,59df2884e2d315a9b275fff6,18,LINEAGE_POS,17679,12,0,-0.36546635625989426,0.540930765985409,-4.2731087404746235,-2.2826997874490154,-0.9473773618575719,-0.09033909478178026
OPENAI,DOMAIN_EDUCATIONAL,3fda02515bf8c7d1cb8eace6,39,LINEAGE_POS,9088,12,0,-0.03169454380507644,4.0518955256758975,-0.5647103533576788,-2.083923087210561,7.304616554634787,1.1845077999672216
OPENAI,DOMAIN_TECHNICAL,0ca903b77213c616dcc4210b,6,LINEAGE_POS,20825,12,0,0.16431571970782274,1.9964217102237312,2.6402586309165823,-1.75345334395743,-2.9994132870320342,-0.07024524527630854
ANTHROPIC,BASELINE,49802666f3479879a73025b0,29,LINEAGE_POS,13814,12,0,-0.3366458361803584,1.530724925526746,-0.5811635828540613,-2.5515003292320833,0.27114815814809445,-0.004428621578181212
OPENAI,DOMAIN_EDUCATIONAL,eecc7b43f9e00ab2df577f74,27,LINEAGE_POS,16659,12,0,-0.2363530020872113,5.2030844268217855,-1.2142952242496896,-1.9994516592348188,4.159899057605001,0.37974765157220935
OPENAI,DOMAIN_ORGANIZATIONAL,03f7739eb809323b7bf10df3,7,MATCHED_NEG,20169,12,0,-0.2600248537655781,0.07645300322175852,3.143189935682621,-1.2731312917011,-2.7064583803670432,-0.19782719430158488
OPENAI,DOMAIN_TECHNICAL,008e8c2e3310b6b1523bae17,10,LINEAGE_POS,13794,12,0,-0.967345541576199,-0.7225353386466881,-3.6225083115237666,-2.5611276766402726,-4.151467251390841,-0.5951741015292145
