MODEL,LINEAGE_CONVERSATION_ID,LINEAGE_SCORE,EXTERNAL_PERCENTILE,N_EXTERNAL_GE
R1_COMPATIBLE,692f808d-76ec-8331-b1ab-4e1eb2ad3360,0.9828166874282406,44.05025868440502,3785
R1_COMPATIBLE,69305a19-e310-8325-9a5c-98c6d8fe99e6,0.9991547028865826,57.42793791574279,2880
R1_COMPATIBLE,6932383e-a550-832e-a437-aeedb5883fbc,0.9998104085266504,63.60679970436068,2462
R1_COMPATIBLE,69337a14-0af4-832d-a473-20e5896b3be1,0.9900625048777415,46.56319290465632,3615
R1_COMPATIBLE,6934d3fd-d9c8-8327-8cbb-ed2f22efe02a,0.9999757591934036,70.62823355506282,1987
R1_COMPATIBLE,693782d3-5da0-8330-96dc-191d211d9f9c,0.9998561718372541,64.44937176644494,2405
R1_COMPATIBLE,6937eac0-58f8-8333-8b99-4e70c64d575a,0.07458794788841348,12.032520325203253,5951
R1_COMPATIBLE,6937eda0-34dc-8328-a7b7-0ec0976eb833,0.9999156853662414,66.11973392461198,2292
R1_COMPATIBLE,69390d0c-8f78-8329-878e-711bb13f3bc6,0.9999571989259495,68.6770140428677,2119
R1_COMPATIBLE,693d0da2-8304-832f-81b1-c3abcf628232,0.7997372621983934,33.6289726533629,4490
R1_COMPATIBLE,6940b547-2588-832b-aa19-5d79692f4677,0.8149566271349074,34.07243163340724,4460
R1_COMPATIBLE,69416cbc-ab28-832e-b813-346ada0aadbb,0.9999164245522921,66.1640798226164,2289
R1_COMPATIBLE,694352f8-23bc-8325-8444-6d926981c10b,0.9996146410113524,60.694752402069476,2659
R1_COMPATIBLE,694722a1-c764-8327-9fe3-6dccc1bb5f13,0.9994332657267382,59.053954175905396,2770
R1_COMPATIBLE,69483672-6f88-832c-860c-e5fdb3ec7133,0.9049745863018847,37.250554323725055,4245
R1_COMPATIBLE,69496114-d678-832b-b342-eb9ba8686bec,0.9995089583566821,59.68957871396896,2727
R1_COMPATIBLE,694acdaf-ed38-8330-89f3-d6d0624328ef,0.9998660627640599,64.68588322246859,2389
R1_COMPATIBLE,694c5d34-691c-832d-86f0-1982fcfd921a,0.9875555137665831,45.572801182557285,3682
R1_COMPATIBLE,694c5ff2-bca8-832e-8b98-2de705fdb38b,0.9995052000402526,59.61566888396157,2732
R1_COMPATIBLE,694f44f9-9448-8330-861e-1d95c09325d6,0.9984676152620356,54.796747967479675,3058
R1_COMPATIBLE,69508cb5-801c-832a-862f-cda4c06c06f4,0.9387626837271688,39.23133776792314,4111
R1_COMPATIBLE,695307d1-6b48-8333-aaa1-c19965d19a8c,0.9999978942670672,77.50184774575018,1522
R1_COMPATIBLE,6953290d-f444-8325-9567-00c26dd15416,0.9847180552078096,44.47893569844789,3756
R1_COMPATIBLE,6954a332-4f4c-832c-b203-ffab10ebce32,0.9951281935381107,49.80044345898004,3396
R1_COMPATIBLE,6955c04b-aeb8-8331-997c-ca99f3c3f749,0.9983044638931963,54.3089430894309,3091
R1_COMPATIBLE,6956015b-a104-8326-827b-164d4a6b0462,0.999449171183546,59.14264597191426,2764
R1_COMPATIBLE,69561d81-e7bc-832f-9f6b-24a43e4ef0a6,0.9606600584561756,40.946045824094604,3995
R1_COMPATIBLE,695726f4-9868-8329-95fe-4d71d983d464,0.9996530298274164,61.300813008130085,2618
R1_COMPATIBLE,695b2708-bb9c-832f-b01e-1b1e578450d1,0.9827877589945726,44.05025868440502,3785
R1_COMPATIBLE,695b53b1-09c0-8331-a21e-a40926c0df11,0.9948375890022148,49.63784183296379,3407
R1_COMPATIBLE,695e4fe4-b8b4-8327-ab90-276040578345,0.9999999702623921,85.75018477457502,964
R1_COMPATIBLE,695e9bc7-b158-832c-92e7-316be2bc9388,0.9999997779368108,82.24685883222469,1201
R1_COMPATIBLE,695fa184-6bb4-8333-b93b-4c92835afc6f,0.9955470218670169,50.15521064301552,3372
R1_COMPATIBLE,69620104-790c-832d-9aeb-235f1c506764,0.9896480534079382,46.430155210643015,3624
R1_COMPATIBLE,69653997-63cc-8326-adf6-adbe7a181603,0.9912277804374214,47.16925351071693,3574
R1_COMPATIBLE,6966fa47-2290-832b-9a39-9419fe50f982,0.9867213344605811,45.188470066518846,3708
R1_COMPATIBLE,696d2abb-a3e4-8326-9754-399cd2d82695,0.9793541870825342,43.340724316334075,3833
R1_COMPATIBLE,696d449c-9444-8327-a8e3-fc0da44e1692,0.9966739979968964,51.42645971914265,3286
