SEQUENCE_NO,EXPERIMENT_ID,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,POLICY_ORIGIN,SIZE_BYTES,SOURCE_MTIME_NS_BEFORE,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
304,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\02_INPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,737029,1789331731207369700,2798fb356654ebab4a1f2d82f40a8b974d57a5ae917498d076168d6cd95bd835,2798fb356654ebab4a1f2d82f40a8b974d57a5ae917498d076168d6cd95bd835,True,COPIED_AND_VERIFIED,
305,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\02_INPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,630289,1789331885873259100,74624e47e858fe71c229f49f5fa7f5453ce8c45faae1b1944790364de7374725,74624e47e858fe71c229f49f5fa7f5453ce8c45faae1b1944790364de7374725,True,COPIED_AND_VERIFIED,
306,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\19_SOURCE_PROVENANCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\02_INPUTS\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\19_SOURCE_PROVENANCE.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,106,1789224807630634300,0d9329cda2d9c5e9b7459689d44fa2e7b6d4e86c84037c394f39b7b5417216e7,0d9329cda2d9c5e9b7459689d44fa2e7b6d4e86c84037c394f39b7b5417216e7,True,COPIED_AND_VERIFIED,
307,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\19_SOURCE_PROVENANCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\02_INPUTS\SOURCE\OUTPUT\19_SOURCE_PROVENANCE.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,994,1789323724289896500,92b81203c336dc2bcddda21989c6a52891852636946c5519ba98c54a7ee38062,92b81203c336dc2bcddda21989c6a52891852636946c5519ba98c54a7ee38062,True,COPIED_AND_VERIFIED,
308,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\19_SOURCE_PROVENANCE.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\02_INPUTS\SOURCE\PROTOCOL\PREFLIGHT_FREEZE\19_SOURCE_PROVENANCE.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,994,1789233262662858000,1d078bad4d89169db75d7d60e4d708108d403d62458b3012a5a95b49b1830eb1,1d078bad4d89169db75d7d60e4d708108d403d62458b3012a5a95b49b1830eb1,True,COPIED_AND_VERIFIED,
309,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\RUN_WF1_A_S1_MISSINGNESS_AUDIT.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\03_RUNNER\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\RUN_WF1_A_S1_MISSINGNESS_AUDIT.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,24345,1789330820043123600,24ca5df705ba9c319b12aa4d88f74273bc9d9eb12588e24a8a6d1acbf44f74bf,24ca5df705ba9c319b12aa4d88f74273bc9d9eb12588e24a8a6d1acbf44f74bf,True,COPIED_AND_VERIFIED,
310,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\RUN_WF1_A_S2_OUTCOME_SENSITIVITY.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\03_RUNNER\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\RUN_WF1_A_S2_OUTCOME_SENSITIVITY.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,25576,1789331669053932000,af681920153a0a7ee20f1eab0549b2d98073a5812fe2b6bc2633ad6fd05b7bbe,af681920153a0a7ee20f1eab0549b2d98073a5812fe2b6bc2633ad6fd05b7bbe,True,COPIED_AND_VERIFIED,
311,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,657,1789325951087560700,d4823578c71dbe75e2972a8f15b441df41e8869ed0e1b52dd9ef1f15cbf378de,d4823578c71dbe75e2972a8f15b441df41e8869ed0e1b52dd9ef1f15cbf378de,True,COPIED_AND_VERIFIED,
312,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,2017306,1789331731107215800,97238230a86e5a662e2527228b26d4d0d52df7d4d71e8cec0f68a57cfb7f7589,97238230a86e5a662e2527228b26d4d0d52df7d4d71e8cec0f68a57cfb7f7589,True,COPIED_AND_VERIFIED,
313,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1728393,1789331885800299700,9a84c9ba8d9a6ac64f02ec87bb16ab6f5db66aca3b14ab4f75b95db68f5c511d,9a84c9ba8d9a6ac64f02ec87bb16ab6f5db66aca3b14ab4f75b95db68f5c511d,True,COPIED_AND_VERIFIED,
314,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_R1_PRE_PASS3_MISSING_CELLS_20260913_212144.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\DIAGNOSTIC\WF1_A_R1_PRE_PASS3_MISSING_CELLS_20260913_212144.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1062,1789300228739373200,e548145012c3c0052d7b21240d6ec00d0b91e5ea948d8daa72938038b44896b6,e548145012c3c0052d7b21240d6ec00d0b91e5ea948d8daa72938038b44896b6,True,COPIED_AND_VERIFIED,
315,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_FREEZE\15_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_FREEZE\15_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,93,1789225097522871100,d1b7a3a4d188135d111e0945087365599c874e7d48181098432d24ae5dc4d2b9,d1b7a3a4d188135d111e0945087365599c874e7d48181098432d24ae5dc4d2b9,True,COPIED_AND_VERIFIED,
316,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\01_RAW_RESPONSES.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\01_RAW_RESPONSES.jsonl,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,8859126,1789222372925504700,e9e0c8f274a250c4b45663630b9186702b3267e8c5f11e498773cbd11121b800,e9e0c8f274a250c4b45663630b9186702b3267e8c5f11e498773cbd11121b800,True,COPIED_AND_VERIFIED,
317,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\15_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\15_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,93,1789225097522871100,d1b7a3a4d188135d111e0945087365599c874e7d48181098432d24ae5dc4d2b9,d1b7a3a4d188135d111e0945087365599c874e7d48181098432d24ae5dc4d2b9,True,COPIED_AND_VERIFIED,
318,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\17_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\17_RAW_API_OBJECTS.jsonl.gz,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,981179,1789225097498680500,2749ac790ed55f8e729d76c2859bb4f18f7373d09923ecf5dc7836e5d2151fd3,2749ac790ed55f8e729d76c2859bb4f18f7373d09923ecf5dc7836e5d2151fd3,True,COPIED_AND_VERIFIED,
319,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,10,1789225097556347600,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,True,COPIED_AND_VERIFIED,
320,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_RAW.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_RAW.jsonl,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,704039,1789180164071658400,04b12adbfecb72cbb2a74d01d52a11d5e41d4fa51c7d8c31a2d6122fc91d1efc,04b12adbfecb72cbb2a74d01d52a11d5e41d4fa51c7d8c31a2d6122fc91d1efc,True,COPIED_AND_VERIFIED,
321,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_RAW_API_OBJECTS.jsonl.gz,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,100526,1789225097554348400,157e1cbc45762fa9af5997893302e3aa1bffd610d2048d4d953453b2fc2e4ac3,157e1cbc45762fa9af5997893302e3aa1bffd610d2048d4d953453b2fc2e4ac3,True,COPIED_AND_VERIFIED,
322,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\01_RAW_RESPONSES.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\01_RAW_RESPONSES.jsonl,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,8728388,1789325951059725100,6a21fafcafb79651cf7b8b974dc6b34613ff6ff38a727b3babfb81c5de395f89,6a21fafcafb79651cf7b8b974dc6b34613ff6ff38a727b3babfb81c5de395f89,True,COPIED_AND_VERIFIED,
323,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\15_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\15_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,657,1789325951087560700,d4823578c71dbe75e2972a8f15b441df41e8869ed0e1b52dd9ef1f15cbf378de,d4823578c71dbe75e2972a8f15b441df41e8869ed0e1b52dd9ef1f15cbf378de,True,COPIED_AND_VERIFIED,
324,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\17_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\17_RAW_API_OBJECTS.jsonl.gz,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,981514,1789325951059725100,bb7a794613f01343157722e0719109b81289abecd8a00cbbbb7714454332a90e,bb7a794613f01343157722e0719109b81289abecd8a00cbbbb7714454332a90e,True,COPIED_AND_VERIFIED,
325,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\26_NATIVE_MISSING_CELLS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\26_NATIVE_MISSING_CELLS.csv,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,10,1789325951123540800,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,1f7ee56cbd0f220597f073c7d83cf8b778e1ae6e608603a4b0897a042265afb8,True,COPIED_AND_VERIFIED,
