seed,condition,RETURN,OPERATIONAL_REENTRY,NEXT_TRANSFORMATION,RECURRENCE,PRESERVATION,META_CONTROL,FULL_PATHWAY,PATHWAY_SCORE
13,L_COUNTERFACTUAL_PATH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,A100_AUTHENTIC_FULL_PREFIX,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335
14,A25_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
14,A50_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
14,A75_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
14,B_TOPOLOGY_SHUFFLED,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
14,C_ORDER_SHUFFLED,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333
14,D_DIRECTION_REVERSED,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
14,E_META_CONTROL_ABLATED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
14,F_PRESERVATION_ABLATED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
14,G_SURFACE_SUBSTITUTED,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
14,H_AUTHENTIC_PERTURBED,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0
14,I_SHUFFLED_PERTURBED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,J_RECURSION_CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,K_COMPLEXITY_CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,L_COUNTERFACTUAL_PATH,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
15,A100_AUTHENTIC_FULL_PREFIX,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
